cohort,cohort_years,dod_occ_code_level,dod_occ_code,geo_level,geography,y1_emp,y5_emp,y10_emp,y1_p25_earnings,y5_p25_earnings,y10_p25_earnings,y1_p50_earnings,y5_p50_earnings,y10_p50_earnings,y1_p75_earnings,y5_p75_earnings,y10_p75_earnings,status_y1_emp,status_y5_emp,status_y10_emp,status_y1_earn,status_y5_earn,status_y10_earn,y1_nonemp,y5_nonemp,y10_nonemp,status_y1_nonemp,status_y5_nonemp,status_y10_nonemp
2000,8,2,18X,S,47,682,652,484,20730,26290,29780,29550,38570,42190,40230,52620,57500,1,1,1,1,1,1,,,,,,
2000,8,2,18X,S,48,2843,3043,2445,22590,31120,36120,32930,44160,50520,44400,59590,70110,1,1,1,1,1,1,,,,,,
2000,8,2,18X,S,49,74,90,61,19600,28280,33570,28530,39100,49240,40820,53690,73150,1,1,1,1,1,1,,,,,,
2000,8,2,18X,S,50,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,
2000,8,2,18X,S,51,1824,1932,1389,26560,35750,39690,40090,51190,56440,56120,73950,84460,1,1,1,1,1,1,,,,,,
2000,8,2,18X,S,53,834,791,604,23730,33850,37730,35140,47850,55160,47610,62400,76490,1,1,1,1,1,1,,,,,,
2000,8,2,18X,S,54,125,149,145,20910,24410,30860,28610,37180,46830,43870,53940,61750,1,1,1,1,1,1,,,,,,
2000,8,2,18X,S,55,229,242,206,21840,29220,31910,30120,40180,44520,43220,52730,57500,1,1,1,1,1,1,,,,,,
2000,8,2,18X,S,56,53,56,,22560,32020,,39580,48120,,50090,84290,,1,1,5,1,1,5,,,,,,
2008,8,2,10X,S,01,580,293,,22400,28150,,33140,39040,,50640,61870,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,02,483,185,,28240,39190,,40680,54080,,58520,74230,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,04,914,487,,20680,26700,,29950,38750,,46240,64620,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,05,323,161,,19620,24230,,26640,35720,,36950,48450,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,06,1983,1357,,21060,27160,,30360,39650,,45740,60430,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,08,1199,601,,20970,28590,,30860,40770,,45250,57130,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,09,155,89,,22270,30830,,29270,41330,,47320,57480,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,10,58,,,21490,,,36580,,,79380,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,10X,S,11,98,112,,30340,52620,,51490,67990,,69540,96670,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,12,1563,813,,19820,24720,,27400,36490,,41100,53070,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,13,1591,694,,22910,29880,,33360,41850,,46910,56450,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,15,155,90,,22040,26680,,33020,45770,,54700,61870,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,16,204,108,,20410,26780,,26900,35960,,33600,47430,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,17,882,564,,20430,27090,,28440,41060,,40070,60600,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,18,860,401,,21390,27680,,28990,38120,,39350,52570,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,19,358,171,,22120,28600,,29780,40850,,38830,53140,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,20,740,338,,21820,27120,,29470,38890,,40120,50990,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,21,801,390,,21560,28480,,31320,41680,,44070,56540,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,22,601,267,,23640,31500,,34130,46430,,50150,61520,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,23,163,80,,19710,25870,,26900,35550,,38700,44000,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,24,419,234,,23660,30620,,36790,48120,,65070,76590,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,25,382,281,,22970,32960,,33490,49420,,48440,69200,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,26,789,374,,19800,25840,,27790,38380,,38090,55120,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,27,410,256,,18970,23970,,26370,36310,,37960,53620,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,28,203,91,,22970,27900,,32840,37980,,44130,52130,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,29,921,454,,20680,25970,,28270,36050,,40080,53180,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,30,167,94,,19710,23450,,26350,36150,,35850,52870,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,31,296,123,,20770,27280,,28050,35610,,38120,45340,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,32,467,187,,20910,28330,,29470,38660,,41190,54980,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,33,179,84,,20220,28110,,28530,48120,,41420,62350,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,34,299,192,,19430,30620,,29010,43490,,47840,66110,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,35,319,149,,22720,28320,,32670,41670,,49510,73480,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,36,1017,647,,20830,28290,,30450,43200,,43820,61000,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,37,1525,721,,24050,31440,,36250,44670,,60950,69020,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,38,228,123,,26440,36470,,48120,55870,,71300,88020,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,39,1120,607,,20630,26710,,27870,37880,,37870,52360,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,40,1143,494,,23340,29690,,32700,43050,,49680,61930,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,41,330,231,,20300,23430,,28160,33530,,39850,50890,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,42,847,535,,21730,28900,,31660,40440,,45080,56840,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,44,53,,,20260,,,28590,,,39060,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,10X,S,45,539,264,,23120,27780,,30890,41060,,41300,54090,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,46,94,55,,20720,30440,,27930,34860,,35240,47090,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,47,974,470,,20820,26700,,29030,37750,,41020,53550,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,48,5445,2581,,23460,31970,,34170,45990,,50490,65930,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,49,302,142,,22270,28850,,33440,39850,,54370,60930,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,50,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,10X,S,51,1726,808,,33360,40920,,63630,72200,,116500,120600,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,53,1550,694,,22480,31090,,32870,44530,,48000,64820,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,54,205,94,,20760,26010,,30770,41460,,45030,56120,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,55,548,347,,19500,27200,,26350,36530,,37370,49430,,1,1,-1,1,1,-1,,,,,,
2008,8,2,10X,S,56,163,80,,26320,29780,,39980,44000,,55640,63290,,1,1,-1,1,1,-1,,,,,,
2008,8,2,11X,S,01,236,109,,28950,45330,,48340,70200,,73150,85880,,1,1,-1,1,1,-1,,,,,,
2008,8,2,11X,S,02,90,,,26860,,,46060,,,65640,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,11X,S,04,298,138,,31880,38830,,54280,66330,,79620,85110,,1,1,-1,1,1,-1,,,,,,
2008,8,2,11X,S,05,69,,,19570,,,30980,,,40030,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,11X,S,06,338,210,,25090,32900,,39280,49720,,59860,74730,,1,1,-1,1,1,-1,,,,,,
2008,8,2,11X,S,08,332,132,,34210,38980,,54080,60460,,84620,83880,,1,1,-1,1,1,-1,,,,,,
2008,8,2,11X,S,09,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,11X,S,10,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,11X,S,11,,51,,,56370,,,90000,,,113900,,5,1,-1,5,1,-1,,,,,,
2008,8,2,11X,S,12,390,224,,23610,26700,,36440,40950,,61640,60860,,1,1,-1,1,1,-1,,,,,,
2008,8,2,11X,S,13,628,257,,29660,36990,,49980,54470,,73350,74460,,1,1,-1,1,1,-1,,,,,,
2008,8,2,11X,S,15,65,,,41380,,,61160,,,83390,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,11X,S,16,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,11X,S,17,132,67,,24000,38160,,37180,53690,,53730,69260,,1,1,-1,1,1,-1,,,,,,
2008,8,2,11X,S,18,98,,,23800,,,33140,,,46830,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,11X,S,19,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,11X,S,20,107,,,23690,,,40340,,,57820,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,11X,S,21,127,,,25850,,,38610,,,62760,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,11X,S,22,128,58,,30150,28780,,43370,50820,,59890,66990,,1,1,-1,1,1,-1,,,,,,
2008,8,2,11X,S,23,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,11X,S,24,318,153,,55570,59670,,76470,87860,,103300,113400,,1,1,-1,1,1,-1,,,,,,
2008,8,2,11X,S,25,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,11X,S,26,103,70,,21600,30620,,29220,44000,,44130,60460,,1,1,-1,1,1,-1,,,,,,
2008,8,2,11X,S,27,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,11X,S,28,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,11X,S,29,127,,,21490,,,30850,,,43430,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,11X,S,30,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,11X,S,31,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,11X,S,32,66,,,22560,,,38380,,,53870,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,11X,S,33,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,11X,S,34,54,,,34000,,,60460,,,85920,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,11X,S,35,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,11X,S,36,178,105,,24210,32160,,38640,48680,,63910,73560,,1,1,-1,1,1,-1,,,,,,
2008,8,2,11X,S,37,398,175,,26380,35970,,41990,52430,,63840,75470,,1,1,-1,1,1,-1,,,,,,
2008,8,2,11X,S,38,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,11X,S,39,137,85,,18660,30200,,29080,45030,,42000,62110,,1,1,-1,1,1,-1,,,,,,
2008,8,2,11X,S,40,144,73,,23710,28610,,36580,43620,,49920,65880,,1,1,-1,1,1,-1,,,,,,
2008,8,2,11X,S,41,50,,,20440,,,32460,,,53240,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,11X,S,42,164,82,,26010,34570,,39580,50820,,57290,65640,,1,1,-1,1,1,-1,,,,,,
2008,8,2,11X,S,44,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,11X,S,45,157,69,,24340,27690,,32640,36370,,45290,60930,,1,1,-1,1,1,-1,,,,,,
2008,8,2,11X,S,46,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,11X,S,47,196,94,,22310,26200,,31590,40180,,46470,58560,,1,1,-1,1,1,-1,,,,,,
2008,8,2,11X,S,48,1180,567,,25910,35340,,39990,53370,,60890,74790,,1,1,-1,1,1,-1,,,,,,
2008,8,2,11X,S,49,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,11X,S,50,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,11X,S,51,531,267,,45330,48960,,72140,81370,,107100,110100,,1,1,-1,1,1,-1,,,,,,
2008,8,2,11X,S,53,216,95,,27030,37030,,42730,56550,,64540,82380,,1,1,-1,1,1,-1,,,,,,
2008,8,2,11X,S,54,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,11X,S,55,66,50,,25590,28110,,32580,39670,,42570,51490,,1,1,-1,1,1,-1,,,,,,
2008,8,2,11X,S,56,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,12X,S,01,227,108,,22970,26130,,33480,43150,,59670,66280,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,02,114,,,26650,,,40180,,,58020,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,12X,S,04,778,361,,33340,35030,,61350,58410,,78920,78970,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,05,124,,,19920,,,27280,,,42370,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,12X,S,06,698,488,,20740,28970,,31730,45000,,53350,67680,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,08,575,290,,22770,32800,,37400,47200,,61550,70150,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,09,63,,,23880,,,37350,,,54700,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,12X,S,10,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,12X,S,11,180,118,,56620,66250,,80050,87560,,98310,106000,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,12,832,428,,23970,27140,,41220,43580,,80200,76700,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,13,964,388,,29330,36040,,50120,55250,,73730,80010,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,15,123,65,,27460,33350,,51370,65760,,86890,87310,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,16,66,,,23230,,,30150,,,37710,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,12X,S,17,284,187,,20230,30620,,29290,46060,,44640,65320,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,18,233,148,,21340,28950,,28910,38490,,36560,51230,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,19,140,79,,20650,26270,,28530,35840,,40180,47730,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,20,250,103,,24340,28280,,35290,41000,,46680,65240,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,21,288,135,,24560,31260,,35680,42940,,46910,55430,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,22,215,90,,24790,28740,,37070,46750,,60030,62890,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,23,57,,,17360,,,24050,,,34430,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,12X,S,24,764,369,,58600,57380,,88480,94980,,112600,117100,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,25,120,101,,21180,29990,,32220,53240,,53620,77580,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,26,225,159,,21330,26380,,28760,39280,,40660,55900,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,27,128,81,,21410,32300,,28950,43370,,39700,59270,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,28,59,,,22790,,,34860,,,44260,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,12X,S,29,239,126,,20870,28110,,29860,41270,,43740,57970,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,30,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,12X,S,31,111,51,,20850,28950,,28280,42090,,39390,56680,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,32,165,65,,23790,31040,,32970,42090,,52430,63010,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,33,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,12X,S,34,119,78,,24850,29500,,41380,45550,,71510,70860,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,35,97,53,,25590,33310,,35720,48490,,60100,73320,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,36,342,234,,22950,32300,,33970,45150,,50990,67360,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,37,754,349,,26300,33470,,42090,51010,,77620,80780,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,38,58,,,28320,,,40950,,,59040,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,12X,S,39,385,215,,20240,26860,,30440,39280,,47000,55210,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,40,346,152,,22650,30200,,33970,44000,,52240,64940,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,41,163,105,,19840,25020,,28220,38160,,41260,56580,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,42,309,214,,22230,29020,,31860,43790,,46630,63480,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,44,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,12X,S,45,196,106,,23020,30200,,34090,43530,,48620,59040,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,46,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,12X,S,47,344,154,,20510,27280,,29780,40950,,44000,55370,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,48,2155,1076,,24640,32660,,37860,48120,,58930,69430,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,49,102,53,,22880,26610,,31790,37660,,43180,48960,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,50,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,12X,S,51,1899,784,,60530,67430,,88690,94910,,121800,118000,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,53,542,271,,23630,35580,,36580,53010,,55910,75090,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,54,65,,,20490,,,30830,,,45800,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,12X,S,55,166,112,,19000,27930,,26590,38380,,33330,51120,,1,1,-1,1,1,-1,,,,,,
2008,8,2,12X,S,56,55,,,34340,,,48870,,,85110,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,13X,S,01,121,63,,20330,35510,,30340,45030,,44390,61160,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,02,99,,,28420,,,40660,,,51630,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,13X,S,04,183,104,,20800,28110,,29700,40820,,42170,58560,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,05,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,13X,S,06,363,308,,21580,31190,,32860,44860,,52660,62720,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,08,282,145,,27320,31820,,37140,42200,,48720,57540,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,09,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,13X,S,10,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,13X,S,11,120,,,46750,,,59360,,,75380,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,13X,S,12,391,212,,21080,29930,,30050,38810,,40570,49470,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,13,483,221,,24030,33420,,34720,44470,,46780,57880,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,15,92,,,27550,,,40180,,,52620,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,13X,S,16,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,13X,S,17,121,89,,20460,26120,,29450,39880,,43410,58680,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,18,105,62,,20170,34000,,30200,41710,,43530,51650,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,19,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,13X,S,20,127,64,,25050,33140,,36710,45370,,46930,57160,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,21,197,62,,27350,38080,,39540,45370,,47870,57310,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,22,101,67,,25800,34000,,36760,45550,,49100,60300,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,23,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,13X,S,24,267,153,,34550,47320,,50130,63950,,70390,85350,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,25,57,52,,22100,31460,,32720,40180,,51210,59040,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,26,97,63,,19640,27280,,30120,38830,,41140,52800,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,27,61,,,20990,,,34570,,,52050,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,13X,S,28,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,13X,S,29,183,84,,22950,30900,,32800,37890,,42810,47530,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,30,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,13X,S,31,51,,,23530,,,31180,,,37930,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,13X,S,32,63,,,26940,,,35240,,,50930,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,13X,S,33,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,13X,S,34,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,13X,S,35,62,,,22230,,,35430,,,48570,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,13X,S,36,192,126,,22490,31090,,31680,44830,,47430,67400,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,37,340,190,,24680,31960,,35820,41800,,49080,53870,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,38,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,13X,S,39,156,100,,20650,27780,,27710,38980,,36580,51620,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,40,118,53,,21920,25930,,32020,38610,,45240,52240,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,41,87,72,,20590,27400,,31460,37100,,40340,63290,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,42,103,80,,21930,24920,,30940,39580,,48260,57620,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,44,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,13X,S,45,161,76,,25130,26440,,35290,39280,,48030,50370,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,46,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,13X,S,47,200,104,,22850,27550,,33140,38900,,42240,49920,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,48,2121,1055,,27620,35770,,39700,48850,,54900,63820,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,49,64,,,22280,,,30900,,,43050,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,13X,S,50,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,13X,S,51,311,172,,27810,33630,,44610,52120,,71730,75120,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,53,413,209,,25440,34570,,38870,47460,,53050,70200,,1,1,-1,1,1,-1,,,,,,
2008,8,2,13X,S,54,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,13X,S,55,77,,,23160,,,31630,,,40050,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,13X,S,56,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,01,64,,,29110,,,44460,,,69870,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,14X,S,02,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,04,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,05,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,06,83,59,,27750,22250,,41330,43050,,65350,75780,,1,1,-1,1,1,-1,,,,,,
2008,8,2,14X,S,08,73,,,24610,,,35240,,,50740,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,14X,S,09,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,10,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,11,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,12,136,71,,28670,34490,,43460,51490,,74250,68880,,1,1,-1,1,1,-1,,,,,,
2008,8,2,14X,S,13,80,,,24980,,,35720,,,45030,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,14X,S,15,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,16,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,17,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,18,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,19,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,20,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,21,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,22,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,23,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,24,89,,,42570,,,66910,,,91630,,,1,5,-1,1,5,-1,,,,,,
2008,8,2,14X,S,25,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,26,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,27,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,28,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,29,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,30,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,31,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,32,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,33,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,34,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,35,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,36,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,37,94,51,,27490,26010,,37610,47600,,54490,66990,,1,1,-1,1,1,-1,,,,,,
2008,8,2,14X,S,38,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
2008,8,2,14X,S,39,,,,,,,,,,,,,5,5,-1,5,5,-1,,,,,,
